ts_code,symbol,end_date,ann_date,update_flag,version_index,n_versions_in_period,same_day_version_count,type,type_order,p_change_min,p_change_max,net_profit_min,net_profit_max,interval_class,first_ann_date,prev_ann_date,prev_update_flag,prev_type,has_later_version,source_fetched_at,version_evidence_class,pit_conclusion
300252.SZ,sz.300252,20200630,2020-07-15,0,1,1,1,预减,-2,-60.0,-40.0,1221.0,1832.0,valid,2020-07-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300253.SZ,sz.300253,20180930,2018-10-11,0,1,1,1,预增,4,40.0,55.0,18700.0,20700.0,valid,2018-10-11,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300253.SZ,sz.300253,20181231,2019-01-31,0,1,1,1,略增,2,20.0,40.0,27500.0,32070.0,valid,2019-01-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300253.SZ,sz.300253,20190331,2019-04-02,0,1,1,1,略增,2,35.0,50.0,5461.0,6068.0,valid,2019-04-02,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300253.SZ,sz.300253,20190630,2019-07-12,0,1,1,1,略增,2,30.0,50.0,15435.0,17810.0,valid,2019-07-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300253.SZ,sz.300253,20190930,2019-10-15,0,1,1,1,预增,4,35.0,55.0,26000.0,29850.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300253.SZ,sz.300253,20191231,2020-01-23,0,1,1,1,略增,2,25.0,45.0,37950.0,44050.0,valid,2020-01-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300253.SZ,sz.300253,20200331,2020-04-04,0,1,1,1,预减,-2,-91.3,-73.9,500.0,1500.0,valid,2020-04-04,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300254.SZ,sz.300254,20180930,2018-10-13,0,1,1,1,略减,-1,-20.0,0.0,1919.0,2398.0,valid,2018-10-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300254.SZ,sz.300254,20181231,2019-01-31,0,1,1,1,预减,-2,-70.0,-40.0,650.0,1300.0,valid,2019-01-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300254.SZ,sz.300254,20190331,2019-04-10,0,1,1,1,预增,4,160.0,190.0,1902.0,2122.0,valid,2019-04-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300254.SZ,sz.300254,20190630,2019-07-13,0,1,1,1,预增,4,140.0,170.0,4178.0,4700.0,valid,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300254.SZ,sz.300254,20190930,2019-10-15,0,1,1,1,预增,4,95.0,115.0,4260.0,4697.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300254.SZ,sz.300254,20191231,2020-01-23,0,1,1,1,略减,-1,-30.0,0.0,507.0,724.0,valid,2020-01-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300254.SZ,sz.300254,20200331,2020-04-10,0,1,1,1,首亏,-4,-326.54,-301.37,-4500.0,-4000.0,valid,2020-04-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300254.SZ,sz.300254,20200630,2020-04-28,1,1,2,1,首亏,-4,,,,,missing,2020-04-28,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
300254.SZ,sz.300254,20200630,2020-07-15,0,2,2,1,首亏,-4,-282.76,-270.89,-7700.0,-7200.0,valid,2020-04-28,2020-04-28,1,首亏,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
300254.SZ,sz.300254,20200930,2020-10-15,0,1,1,1,首亏,-4,-393.56,-382.09,-12800.0,-12300.0,valid,2020-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300254.SZ,sz.300254,20201231,2020-10-29,1,1,1,1,首亏,-4,,,,,missing,2020-10-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300255.SZ,sz.300255,20180930,2018-10-13,0,1,1,1,略增,2,20.0,30.0,15941.0,17269.0,valid,2018-10-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300255.SZ,sz.300255,20181231,2019-01-31,0,1,1,1,略增,2,0.0,20.0,19692.0,23630.0,valid,2019-01-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300255.SZ,sz.300255,20190331,2019-04-10,0,1,1,1,略增,2,0.0,30.0,4538.0,5899.0,valid,2019-04-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300255.SZ,sz.300255,20190630,2019-07-13,0,1,1,1,略增,2,0.0,30.0,10609.0,13792.0,valid,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300255.SZ,sz.300255,20190930,2019-10-15,0,1,1,1,略增,2,0.0,30.0,16098.0,20927.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300255.SZ,sz.300255,20191231,2020-01-18,0,1,1,1,预增,4,55.0,85.0,21698.0,25898.0,valid,2020-01-18,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300255.SZ,sz.300255,20200331,2020-04-10,0,1,1,1,略减,-1,-25.0,-5.0,4249.0,5382.0,valid,2020-04-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300256.SZ,sz.300256,20180930,2018-10-13,0,1,1,1,略增,2,13.28,27.43,7200.0,8100.0,valid,2018-10-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300256.SZ,sz.300256,20181231,2019-01-31,0,1,1,1,首亏,-4,-1376.0303,-1368.5242,-85000.0,-84500.0,valid,2019-01-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300256.SZ,sz.300256,20190331,2019-04-10,0,1,1,1,首亏,-4,-443.4497,-422.5077,-8200.0,-7700.0,valid,2019-04-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300256.SZ,sz.300256,20190630,2019-07-16,0,1,1,1,首亏,-4,-225.7178,-213.6296,-5200.0,-4700.0,valid,2019-07-16,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300256.SZ,sz.300256,20190930,2019-10-15,0,1,1,1,预减,-2,-79.17,-68.06,1500.0,2300.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300256.SZ,sz.300256,20191231,2019-10-30,1,1,2,1,扭亏,3,,,,,missing,2019-10-30,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
300256.SZ,sz.300256,20191231,2020-01-21,0,2,2,1,扭亏,3,110.3593,110.6536,17600.0,18100.0,valid,2019-10-30,2019-10-30,1,扭亏,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
300256.SZ,sz.300256,20200331,2020-04-11,0,1,1,1,扭亏,3,157.7551,163.8993,4700.0,5200.0,valid,2020-04-11,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300256.SZ,sz.300256,20200630,2020-04-29,1,1,2,1,扭亏,3,,,,,missing,2020-04-29,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
300256.SZ,sz.300256,20200630,2020-07-16,0,2,2,1,扭亏,3,247.0066,289.0085,7000.0,9000.0,valid,2020-04-29,2020-04-29,1,扭亏,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
300257.SZ,sz.300257,20180930,2018-10-12,0,1,1,1,略增,2,30.0,50.0,8364.0,9651.0,valid,2018-10-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300257.SZ,sz.300257,20181231,2019-01-31,0,1,1,1,略增,2,0.0,30.0,10436.0,13566.0,valid,2019-01-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300257.SZ,sz.300257,20190331,2019-04-10,0,1,1,1,略增,2,0.0,20.0,2708.0,3250.0,valid,2019-04-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300257.SZ,sz.300257,20190630,2019-07-13,0,1,1,1,续盈,1,-10.0,10.0,4843.0,5919.0,valid,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300257.SZ,sz.300257,20190930,2019-10-15,0,1,1,1,续盈,1,-5.0,10.0,8576.0,9930.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300257.SZ,sz.300257,20191231,2020-01-23,0,1,1,1,略增,2,10.0,40.0,13284.0,16907.0,valid,2020-01-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300257.SZ,sz.300257,20200331,2020-04-10,0,1,1,1,略减,-1,-20.0,0.0,2460.0,3076.0,valid,2020-04-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300257.SZ,sz.300257,20200630,2020-07-06,0,1,1,1,预增,4,75.0,125.0,9536.0,12260.0,valid,2020-07-06,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300257.SZ,sz.300257,20200930,2020-10-09,0,1,1,1,预增,4,90.0,120.0,17374.0,20118.0,valid,2020-10-09,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300258.SZ,sz.300258,20180930,2018-10-11,0,1,1,1,略增,2,23.84,29.33,22600.0,23600.0,valid,2018-10-11,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300258.SZ,sz.300258,20181231,2019-01-08,0,1,1,1,略增,2,15.85,19.84,29000.0,30000.0,valid,2019-01-08,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300258.SZ,sz.300258,20190331,2019-04-11,0,1,1,1,续盈,1,-3.23,11.89,6400.0,7400.0,valid,2019-04-11,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300258.SZ,sz.300258,20190630,2019-07-12,0,1,1,1,略减,-1,-20.59,-14.29,12600.0,13600.0,valid,2019-07-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300258.SZ,sz.300258,20190930,2019-10-12,0,1,1,1,略减,-1,-28.06,-23.69,16500.0,17500.0,valid,2019-10-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300258.SZ,sz.300258,20191231,2019-10-26,1,1,2,1,略减,-1,-30.0,-30.0,,,missing,2019-10-26,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
300258.SZ,sz.300258,20191231,2020-01-18,0,2,2,1,略减,-1,-32.35,-28.48,17500.0,18500.0,valid,2019-10-26,2019-10-26,1,略减,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
300258.SZ,sz.300258,20200331,2020-04-11,0,1,1,1,预减,-2,-54.51,-39.35,3000.0,4000.0,valid,2020-04-11,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300258.SZ,sz.300258,20200630,2020-04-21,0,1,1,1,不确定,0,,,,,missing,2020-04-21,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300259.SZ,sz.300259,20180930,2018-10-13,0,1,1,1,略增,2,0.0,20.0,9794.0,11752.0,valid,2018-10-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300259.SZ,sz.300259,20181231,2019-01-15,0,1,1,1,续盈,1,-10.0,10.0,14486.0,17705.0,valid,2019-01-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300259.SZ,sz.300259,20190331,2019-03-29,0,1,1,1,略增,2,10.0,40.0,1990.0,2532.0,valid,2019-03-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300259.SZ,sz.300259,20190630,2019-07-01,0,1,1,1,预增,4,30.0,60.0,7614.0,9372.0,valid,2019-07-01,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300259.SZ,sz.300259,20190930,2019-10-11,0,1,1,1,预增,4,30.0,60.0,14107.0,17363.0,valid,2019-10-11,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300259.SZ,sz.300259,20191231,2019-12-23,0,1,1,1,预增,4,60.0,90.0,23856.0,28329.0,valid,2019-12-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300259.SZ,sz.300259,20200331,2020-04-10,0,1,1,1,略增,2,10.0,40.0,2456.0,3126.0,valid,2020-04-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300259.SZ,sz.300259,20200930,2020-10-16,0,1,1,1,预增,4,40.0,60.0,23372.0,26711.0,valid,2020-10-16,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300260.SZ,sz.300260,20181231,2018-10-27,1,1,2,1,预增,4,,,,,missing,2018-10-27,,,,True,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
300260.SZ,sz.300260,20181231,2019-01-31,0,2,2,1,预增,4,76.08,103.88,3800.0,4400.0,valid,2018-10-27,2018-10-27,1,预增,False,2026-09-09T13:51:52,multi_version_snapshot,as_fetched_version_chain_available；快照保留了多版本行（ann_date/update_flag 排序可复现），可作修订比较的线索；但快照抓取于 2026-09-09，字段值是否为公告当时原值无独立证据，因此该组只具『版本存在性与顺序』证据，不具完整 PIT 证据
300260.SZ,sz.300260,20190331,2019-02-26,0,1,1,1,预增,4,76.17,106.12,1000.0,1170.0,valid,2019-02-26,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300260.SZ,sz.300260,20190630,2019-07-10,0,1,1,1,略增,2,21.79,48.85,2700.0,3300.0,valid,2019-07-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300260.SZ,sz.300260,20190930,2019-10-15,0,1,1,1,预增,4,32.29,50.33,4400.0,5000.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300260.SZ,sz.300260,20191231,2020-01-04,0,1,1,1,预增,4,55.33,81.22,6000.0,7000.0,valid,2020-01-04,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300260.SZ,sz.300260,20200331,2020-04-10,0,1,1,1,略减,-1,-30.46,-4.38,800.0,1100.0,valid,2020-04-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300261.SZ,sz.300261,20180930,2018-09-08,0,1,1,1,预增,4,120.0,140.0,11104.0,12114.0,valid,2018-09-08,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300261.SZ,sz.300261,20181231,2019-01-18,0,1,1,1,预增,4,113.0,141.0,15606.0,17606.0,valid,2019-01-18,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300261.SZ,sz.300261,20190331,2019-04-10,0,1,1,1,预增,4,25.0,55.0,4608.0,5714.0,valid,2019-04-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300261.SZ,sz.300261,20190630,2019-07-12,1,1,1,1,预减,-2,-100.0,-80.38,0.0,1500.0,valid,2019-07-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300261.SZ,sz.300261,20190930,2019-10-01,0,1,1,1,预减,-2,-60.85,-52.52,4700.0,5700.0,valid,2019-10-01,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300261.SZ,sz.300261,20191231,2020-02-03,0,1,1,1,预减,-2,-50.19,-37.74,8000.0,10000.0,valid,2020-02-03,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300261.SZ,sz.300261,20200331,2020-04-08,0,1,1,1,略增,2,8.96,23.35,5300.0,6000.0,valid,2020-04-08,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300261.SZ,sz.300261,20200630,2020-07-02,0,1,1,1,预增,4,1201.85,1231.11,8900.0,9100.0,valid,2020-07-02,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300261.SZ,sz.300261,20200930,2020-10-10,0,1,1,1,预增,4,137.54,157.33,12000.0,13000.0,valid,2020-10-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300262.SZ,sz.300262,20180930,2018-10-15,0,1,1,1,略减,-1,-30.0,0.0,14337.0,20481.0,valid,2018-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300262.SZ,sz.300262,20181231,2019-01-31,0,1,1,1,续盈,1,-10.0,10.0,12915.0,15784.0,valid,2019-01-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300262.SZ,sz.300262,20190331,2019-04-10,0,1,1,1,续盈,1,-15.0,15.0,2508.0,3393.0,valid,2019-04-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300262.SZ,sz.300262,20190630,2019-07-12,0,1,1,1,略减,-1,-30.0,0.0,8446.0,12065.0,valid,2019-07-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300262.SZ,sz.300262,20190930,2019-10-12,0,1,1,1,略减,-1,-30.0,0.0,10983.0,15689.0,valid,2019-10-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300262.SZ,sz.300262,20191231,2020-02-03,0,1,1,1,略减,-1,-30.0,-10.0,8604.0,11062.0,valid,2020-02-03,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300262.SZ,sz.300262,20200331,2020-04-10,0,1,1,1,略减,-1,-30.0,-20.0,1864.0,2130.0,valid,2020-04-10,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300263.SZ,sz.300263,20180930,2018-10-11,0,1,1,1,预增,4,80.39,110.1,8500.0,9900.0,valid,2018-10-11,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300263.SZ,sz.300263,20181231,2019-01-09,0,1,1,1,预增,4,162.0,183.0,12056.0,13022.0,valid,2019-01-08,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300263.SZ,sz.300263,20190331,2019-03-20,0,1,1,1,预增,4,90.0,120.0,2504.0,2899.0,valid,2019-03-20,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300263.SZ,sz.300263,20190630,2019-07-03,0,1,1,1,略增,2,30.0,50.0,8026.0,9260.0,valid,2019-07-03,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
300263.SZ,sz.300263,20190930,2019-10-15,0,1,1,1,略增,2,30.0,50.0,11766.0,13577.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
