# fcst-reason-struct-full wave(batch) 003 输入渲染（由 render_batch.py 从 row_index.parquet 生成，schema v1）
# 每条记录两行：元信息行 + REASON 行。key_quote 必须是 REASON 文本的逐字子串。
# 词表: demand_up/demand_down/price_up/price_down/orders/cost_up/cost_down/fx/impairment/non_recurring/ma_restructuring/epidemic_shock/accounting/core_ops/other
### ordinal=01200 type=扭亏 ts_code=600458.SH end_date=20191231 ann_date=20191031 update_flag=1

### ordinal=01695 type=扭亏 ts_code=300126.SZ end_date=20200331 ann_date=20200411 update_flag=0
REASON: 经初步估计,受新冠疫情影响,公司报告期内营业收入同比上年同期有较大幅度的下降;但是得益于公司不断改善产品结构,优化内部管理效率,各项成本费用均有较大幅度的下降,归属于上市公司股东的净利润好于上年同期.报告期内非经常性损益对净利润的影响约43.45万元,上年同期为34.87万元。

### ordinal=01696 type=扭亏 ts_code=300128.SZ end_date=20191231 ann_date=20200121 update_flag=0
REASON: 1、本年度公司通过优化产品结构，液晶显示模组、光电显示薄膜及电子功能器件等产品的毛利率较上年有所增加。2、随着①光伏业务与智能系统业务的收缩及②加强对成本费用的管控，本年度的销售费用及管理费用较上年均有所下降。3、本年度资产减值损失较上年大幅下降。4、本年度公司的借款规模有所下降导致利息支出有所减少，汇兑损失较上年度也有所下降，影响本年度利润。5、本年度公司处置子公司苏州久富100%股权及南通旗云100%股权，预计产生处置收益约6,200万元。6、本年度非经常性损益对利润的影响金额预计在4,800万元－5,800万元左右，上年公司非经常性损益为-884.76万元。

### ordinal=01697 type=扭亏 ts_code=300139.SZ end_date=20200630 ann_date=20200715 update_flag=0
REASON: 1、报告期内，公司扭亏为盈的主要原因是境外子公司AkromaGoldCompany（Akroma金矿）黄金销售收入较上年同期大幅增加，导致利润增加。2、预计2020年半年度非经常性损益对净利润的影响约为40万元。

### ordinal=01698 type=扭亏 ts_code=300139.SZ end_date=20200930 ann_date=20201016 update_flag=0
REASON: 1、报告期内，公司扭亏为盈的主要原因是境外子公司AkromaGoldCompany（Akroma金矿）黄金销售收入较上年同期大幅增加，导致利润增加；2、报告期内，美元汇率变动导致汇兑损失增加；3、预计2020年前三季度非经常性损益对净利润的影响约为43万元左右。

### ordinal=01699 type=扭亏 ts_code=300146.SZ end_date=20201231 ann_date=20201028 update_flag=1
REASON: 2019年公司实现归属于上市公司股东的净利润为-355,889,615.46元，主要系受电商法影响2019年LSG在澳洲市场的业绩未达预期，公司计提商誉减值和无形资产减值准备，对2019年度业绩带来重大不利影响。2020年前三季度公司业务稳步发展，LSG呈现业务逐步复苏的态势，前三季度公司实现归属于上市公司股东的净利润14.67亿元，公司预测年初至下一报告期期末的业绩与上年同期相比将发生较大幅度变动。关于2020年度的业绩情况请关注公司后续公告，敬请投资者注意投资风险。

### ordinal=01700 type=扭亏 ts_code=300148.SZ end_date=20191231 ann_date=20200121 update_flag=0
REASON: 1、公司2019年度业绩扭亏为盈的主要原因为：报告期内，公司对收购公司的商誉等进行了初步减值测试，预计计提的商誉减值准备将同比大幅减少，最终减值金额以中介机构评估、审计为准。2、报告期内费用较上年同期增长，其中本期新增股权激励摊销费用约1,300.00万元，将对合并利润产生影响。预计公司2019年度非经常性损益对净利润的影响金额约为250-500万元，上年同期为5,541.76万元，主要为上年同期广州游爱网络技术有限公司收购海南奇遇天下网络科技有限公司72%股权，对购买日持有的28%股权按公允价值重新计量，确认投资收益5,100万元等。

### ordinal=01701 type=扭亏 ts_code=300152.SZ end_date=20191231 ann_date=20200121 update_flag=0
REASON: 1.报告期内，公司处置子公司武汉燃控科技热能工程有限公司（以下简称“武汉燃控”）和蓝天环保设备工程股份有限公司（以下简称“蓝天环保”）增加本期投资收益9,680.00万元；2.公司子公司武汉燃控在剥离后承诺将于2019年内偿还属于上市公司的应收账款1,498.00万元，截至2019年12月31日，武汉燃控尚未偿还上述应收账款，所以对上述应收账款的坏账计提方式由账龄计提坏账改成单项全额计提坏账，导致公司全年净利润在前三季度净利润基础上减1,487.00万元；3.截止2019年12月31日，公司子公司蓝天环保仍欠属于上市公司的应收账款8,104.00万元，蓝天环保承诺每月还款，截止2019年12月31日，2019年共计偿还属于上市公司应收账款215.74万元，公司根据蓝天环保近期连续的还款情况、财务指标和现金流，预测未来5年蓝天环保可归还上市公司5,800.00万元，公司对上述5年内的金额以账龄形式计提坏账，对预测未来5年无法还清的金额进行单项全额计提坏账，所以将导致公司全年净利润在前三季度净利润基础上减少2,249.00万元；4.报告期内，公司非经常性损益对净利润的影响金额预计为11,113.00万元。公司于2019年8月7日收到中国证券监督管理委员会对公司的《调查通知书》（编号：稽查总队调查通字192211号、稽查总队调查通字192212号）。因公司涉嫌信息披露违法违规，根据《中华人民共和国证券法》的有关规定，决定对公司进行立案调查。截止本公告日，公司尚未收到中国证监会的调查结论或相关进展文件。目前公司生产经营情况正常，未发生重大变化。

### ordinal=01702 type=扭亏 ts_code=300158.SZ end_date=20191231 ann_date=20200124 update_flag=0
REASON: 1、报告期内，公司产品结构不断优化，形成了补益产品、抗肿瘤、泌尿协同发展的产业格局，多形式、多渠道的宣传产品特性，品牌效益逐步显现，线上推广线下发力，多方联动的品牌效益对公司业绩增长起到了拉动作用，致报告期内公司业绩扭亏为盈。2、报告期内计入当期损益的非经常性损益对公司净利润的影响约为2900万元。

### ordinal=01703 type=扭亏 ts_code=300160.SZ end_date=20191231 ann_date=20200109 update_flag=0
REASON: 1、报告期，公司优化家电玻璃产品的销售结构，增加高附加值产品的出货量，保障产品整体毛利水平稳中有增；2、报告期，公司处置了幼儿教育资产组，产生投资收益；3、报告期，公司非经常性损益约为-1,000万元至-750万元，去年同期非经常性损益为2,182.77万元。

### ordinal=01704 type=扭亏 ts_code=300161.SZ end_date=20200331 ann_date=20200410 update_flag=0
REASON: 本报告期内,因公司红外人体测温产品销售收入,国防装备配套的控制系统产品销售收入相比于去年同期均增加,公司营业收入比去年同期增加,归属于上市公司股东的净利润同比增加.

### ordinal=01705 type=扭亏 ts_code=300161.SZ end_date=20200630 ann_date=20200715 update_flag=0
REASON: 报告期内，公司红外人体测温产品销售收入、数控系统产品销售收入相比于去年同期均增加，归属于上市公司股东的净利润同比增加。

### ordinal=01706 type=扭亏 ts_code=300162.SZ end_date=20191231 ann_date=20200120 update_flag=0
REASON: 1、加大了行业领先的基于COB先进集成显示封装技术的MicroLED超高清智慧显示产品的市场推广，超高清显示产品市场占有率明显上升。通过核心自主知识产权产品带动各LED系列产品线的销售，实现超高清显示主营业务收入的较快增长和利润大幅增长；2、加大了前沿8K超高清显示整机技术的研发投入，优化供应链管理，推进成本费用管控，规模效益逐步显现，组织和流程变革显现成效，综合毛利率提升，销售收入同比上升超过30%。

### ordinal=01707 type=扭亏 ts_code=300163.SZ end_date=20191231 ann_date=20200116 update_flag=0
REASON: 1.本报告期公司盈利主要原因是：剥离澳洲分部形成投资收益及子公司浙江圣泰戈土地（含地上建筑物）收储形成的资产处置收益，导致本期净利润较上年同期增长。2.2019年度，公司非经常性损益对净利润的影响金额约为5,032.75万元。

### ordinal=01708 type=扭亏 ts_code=300167.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 第一、在公司管理层和员工的共同努力下，2019年度经营逐渐向好，确认的收入有较大增长，同时公司严格控制各项成本，因此经营业绩有所提升。第二、2019年度，公司非经常性损益对净利润的影响金额约为1304.10万元。主要为：1、本报告期公司以1860万出售公司持有的参股公司南京迪威视讯技术有限公司16.17%的股权，该部分确认处置收益对非经常性损益的影响为1009.61万元。2、公司本年度度确认的政府补助收益及其他对非经常性损益的影响为302.22万元。第三、公司近期对会计政策、会计估计进行了变更，预计该变更事项对公司2019年度的净利润影响数为548.92万元。

### ordinal=01709 type=扭亏 ts_code=300173.SZ end_date=20191231 ann_date=20200121 update_flag=1
REASON: 1、报告期内，公司实现扭亏为盈，主要是由于公司全资子公司深圳大宇精雕科技有限公司（以下简称“大宇精雕”）已平稳完成组织架构、运营管理等内部调整，大宇精雕经营状况持续向好。公司及大宇精雕收到较多政府补助，且回款力度不断加大，应收款项等各项资产减值较上年同期大幅下降。2、报告期内，预计非经常性损益对净利润的影响金额约为3,312万元。

### ordinal=01710 type=扭亏 ts_code=300173.SZ end_date=20191231 ann_date=20200124 update_flag=0
REASON: 1、前次业绩预告披露后，公司收到法院诉讼案件二审判决书，判决对方支付给公司的赔偿金额比原判决赔偿金额减少约1,000万元。2、报告期内，预计非经常性损益对净利润的影响金额约为2,384万元。

### ordinal=01711 type=扭亏 ts_code=300187.SZ end_date=20191231 ann_date=20200118 update_flag=0
REASON: （一）2019年，公司战略进一步优化，坚持“技术和运营”服务双轮驱动，打造创新型平台公司，确定了“国内领先的环境服务方案提供商”的战略定位。报告期内，公司土壤修复、运营、环境咨询、大气污染治理和新能源等业务持续稳健发展，主营业务开展正常，同时公司积极应对市场和政策环境变化，加强内部管理，控制成本，尽量减轻市场环境等对公司的不利影响。公司预计本年度实现扭亏为盈，主要原因为：1、报告期内，公司商誉、应收款项等资产减值损失较上年同期减少；2、运营板块业务收入、利润持续增长；3、因公司与交易对方一致同意解除《关于云南大地丰源环保有限公司之投资协议》并签订《补充协议书》，预计增加利润。（二）报告期内，预计非经常性损益对公司净利润的影响金额约为7,400万元。

### ordinal=01712 type=扭亏 ts_code=300188.SZ end_date=20200930 ann_date=20201010 update_flag=0
REASON: 公司前三季度收入增长20~30%,公司业绩增长的主要原因是:1,公司不断拓宽业务赛道,将事后“电子数据取证”延伸为“网络空间安全”事前,事中,事后全赛道,“大数据信息化”由“公安大数据智能化”延伸至“新型智慧城市大脑”.持续推进网络空间安全产品装备化,加强装备与平台的联动性,形成了网络空间安全,大数据智能化,网络开源情报,智能装备制造四大业务方向.2,公司积极抓住大数据智能化业务发展的机会,在保持原有业务板块持续发展的同时,不断推进新业务的落地和执行.报告期内,公司成立了新型智慧城市事业部,网络空间安全事业部,加快产业战略布局.3,面对2020年新冠疫情带来的商机和项目实施延缓的不利影响,公司复工复产后,一方面积极与客户推进现有商机的落地,一方面加快订单的实施进度,促进项目的完结验收,实现收入和利润较去年同期双增长;前三季度,公司持续加强全面预算管理,合理进行资源优化配置,同时开展“瘦身健体,提质增效”等管理活动积极应对疫情带来的不利影响,促进了公司前三季度业绩增长.4,预计2020年前三季度公司非经常性损益对净利润的影响金额约为2,500万元到2,600万元之间;非经常性损益去年同期影响金额为1,374.72万元.

### ordinal=01713 type=扭亏 ts_code=300194.SZ end_date=20191231 ann_date=20200121 update_flag=0
REASON: （一）业绩变动情况本报告期，公司归属于上市公司股东的净利润与去年同期比较实现扭亏为盈，扣除上年同期计提商誉减值影响后，本期归属于上市公司股东的净利润同比增长17.52%-19.54%，业绩变动主要原因为：（1）上年公司全资子公司福安药业集团只楚药业有限公司商誉减值计提减值准备6.07亿元，造成上年净利润亏损。（2）本期公司制剂产品营业收入和销售毛利稳步增长。（3）本期公司参股的联营企业重庆富民银行股份有限公司经营业绩增长，公司确认投资收益同比增加。（二）、非经常性损益的影响本报告期，公司非经常性损益对净利润的影响额为3,200万元左右，主要为公司取得的政府补助收入。

### ordinal=01714 type=扭亏 ts_code=300198.SZ end_date=20191231 ann_date=20200124 update_flag=0
REASON: 2019年公司的经营业绩对比去年同期大幅上升，主要是截止报告期参股基金启源纳川处置星恒电源股权41.67105%的股权处置收益，持股比例由64.897%减少至23.22595%，剩余长期股权投资的会计核算方法由成本法转为权益法，影响公司净利润；同时公司管材板块业绩对比去年同期有所上升，新能源板块受相关政策影响业绩对比去年同期下降，贸易板块受国际贸易影响业绩对比去年同期下降，综上因素影响导致归属上市公司股东的净利润26,300万元-26,800万元。

### ordinal=01715 type=扭亏 ts_code=300201.SZ end_date=20200331 ann_date=20200407 update_flag=0
REASON: 1,报告期内,公司主营业务发展趋势良好,业务结构未发生重大变动.归属于上市公司股东的净利润较上年同期大幅上升,影响的主要因素如下:一是公司上年度结转至本期执行的订单金额较大,2020年第一季度公司本部及子公司上海格拉曼的特种车辆产品的营业收入较上年同期增加;二是除位于深圳的子公司连硕科技和巨能伟业受疫情影响开工较晚,招工不足等,导致一季度经营受到新冠肺炎疫情影响,业绩出现下降以外,公司本部及子公司上海格拉曼的生产经营基本未受到疫情影响.本部及上海格拉曼尽管因疫情因素出现供应商发货延迟的情况,但是公司在做好疫情防控的同时,积极采取多种措施推进复工复产,保障了经营工作的快速有序开展.2,2020年第一季度非经常性损益对净利润的影响金额预计约为300万元.

### ordinal=01716 type=扭亏 ts_code=300202.SZ end_date=20191231 ann_date=20200124 update_flag=0
REASON: 1、报告期内，随着《人民币现金机具鉴别能力技术规范》金融行业标准正式落地实施，公司主营业务收入规模快速增长，盈利能力得到显著提高，使得主营业务利润得到大幅增长。2、报告期内，公司根据《企业会计准则》及相关会计政策的规定对部分尚未回收应收账款进行了计提减值处理，预计计提金额约为6000万元，对公司报告期经营业绩产生较大影响。3、报告期内，公司非经常性损益对净利润影响金额约为379万元，主要为收到的政府补助。

### ordinal=01717 type=扭亏 ts_code=300209.SZ end_date=20200331 ann_date=20200410 update_flag=0
REASON: 1、2020年第一季度业绩与去年同期相比大幅增加，主要原因是2020年第一季度的合并范围较去年同期增加，新增的子公司贡献了利润。2、预计2020年第一季度非经常性损益对净利润影响的金额约为370万元。

### ordinal=01718 type=扭亏 ts_code=300210.SZ end_date=20200331 ann_date=20200321 update_flag=0
REASON: 面对突如其来的疫情，公司做好疫情防控的同时，保证了一季度生产持续稳定进行，并大力推进多渠道的销售方式，维护企业稳步运行。报告期内，公司应急抢险设备的销售有所回升，且收入构成中毛利率水平较高的产品销售占比较大。预计2020年第一季度非经常性损益对净利润的影响金额为50—100万元之间。

### ordinal=01719 type=扭亏 ts_code=300210.SZ end_date=20200630 ann_date=20200623 update_flag=0
REASON: 1、本会计期间，公司在原有产品市场份额的基础上，加大力度开拓再生设备、军工设备的市场销售，销售收入较上年同期增长100%以上；公司销售结构中，毛利率较高的产品销售比重增长较大；销售收入的增长是本期经营业绩出现同比大幅增长的重要因素。2、本会计期间，随着公司各项新产品研发的陆续投入，公司获得的政府补助较上年同比出现增长。预计2020年上半年非经常性损益对净利润的影响金额为300万元—500万元之间。

### ordinal=01720 type=扭亏 ts_code=300210.SZ end_date=20200930 ann_date=20201014 update_flag=0
REASON: 1,公司主营业务收入增长:报告期内,公司积极开拓除雪产品,养护产品及环卫产品的市场份额,公司主营业务产品销售额同比大幅增长.随着国家对绿色环保要求的不断提高,对沥青路面就地热再生在全国范围内的开展及应用起到了极大的促进作用.本会计期,公司热再生机组的租赁收入也出现大幅增长.2,受宏观经济影响,公司应收账款回款速度较为滞后,但公司重视应收账款的款项回收,并加大清欠力度,应收账款回款速度及规模相比于去年同期出现较大改善,极大的减少了坏账损失对公司经营业绩的影响程度..3,本会计期间,公司大力实施新产品研发项目,大部分研发立项符合国家发改委,科技局等部委的产业政策,公司获得的政府补助较往年有所增长.以上因素导致公司2020年前三季度的营业利润,利润总额,归属于上市公司股东的净利润,每股收益较上年同期出现大幅增长.

### ordinal=01721 type=扭亏 ts_code=300210.SZ end_date=20201231 ann_date=20201030 update_flag=1
REASON: 1、坏帐计提减值是2019年归属上市公司股东的净利润亏损的主要原因之一。随着2020年国务院令728号《保障中小企业款项支付条例》的实施和公司加大清欠力度，应收账款回款速度及规模相比于去年同期出现较大改善，极大的减少了坏账损失对公司经营业绩的影响程度。2、在冬季即将到来之际，产品市场前景看好。随着公司进一步开拓除雪产品、养护产品及环卫产品的市场份额，主营业务产品销售额同比实现大幅增长。随着国家对绿色环保要求的不断提高，对沥青路面就地热再生在全国范围内的开展及应用起到了极大的促进作用。2020年公司热再生机组的租赁收入也出现大幅增长。基于当前经营情况，公司预计2020年归属上市公司股东的净利润扭亏为盈。3、公司多项产品研发符合国家发改委、科技局等部委的产业政策，公司获得的政府补助较往年有所增长。

### ordinal=01722 type=扭亏 ts_code=300217.SZ end_date=20201231 ann_date=20201028 update_flag=1
REASON: 2019年，江苏九天所处经营环境发生较大变化，主要产品光通信钢（铝）塑复合材料销售价格及毛利率同比均大幅下降，经营业绩在合并层面影响归属母公司净利润变动-4,011.78万元，导致计提商誉减值11,870.19万元。2020年，随着5G通信建设的大力推进，通信光缆用钢(铝）复合材料需求大幅增加，产品售价有所上升，同时公司进一步加强了对江苏九天的管理，通过更换主要负责人、派遣管理骨干等多种方法提高其管理效率，降本节支，江苏九天盈利能力有所上升，预计全年将大幅减亏。2020年度非经常性损益预计约1600万元。

### ordinal=01723 type=扭亏 ts_code=300219.SZ end_date=20200630 ann_date=20200714 update_flag=0
REASON: 1、2019年半年度公司计提商誉减值及投资损失，导致2019年半年度出现亏损，本报告期，公司未出现计提商誉减值情形。2、子公司东莞市金材五金有限公司、丹阳谊善车灯设备制造有限公司在本报告期亏损，影响公司整体利润。3、本报告期，受新型冠状病毒肺炎疫情影响，公司及上下游企业复工延缓，生产及销售均受到一定程度的影响。随着国内疫情得到有效控制，公司已全面复工，市场恢复正常。4、预计本报告期非经常性损益对净利润的影响约为2,000万元，非经常性损益的项目主要为收到的各类政府补助。

### ordinal=01724 type=扭亏 ts_code=300219.SZ end_date=20201231 ann_date=20201030 update_flag=1
REASON: 1、2019年度公司计提商誉减值及投资损失导致2019年度出现亏损，年初至下一报告期末公司预计无需计提商誉减值。2、年初至下一报告期末，子公司东莞市金材五金有限公司、丹阳谊善车灯设备制造有限公司预计亏损，影响公司整体利润。3、年初至下一报告期末，因新型冠状病毒肺炎疫情影响，公司上半年生产及销售受到一定程度的影响。上述说明不构成本公司对任何投资者及相关人士的承诺，投资者及相关人士均应对此保持足够的风险认识，并且应当理解计划、预测与承诺之间的差异。

### ordinal=01725 type=扭亏 ts_code=300221.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 预计2019年度归属于上市公司股东的净利润为盈利1,000万元至1,500万元，较去年同期相比上升101.24%-101.86%,业绩变动的主要原因如下：1、公司2019年共计确认公允价值变动收益6,859万元。2、公司2018年审计报告确定应收兴科电子科技有限公司（以下简称“兴科电子科技”）原四位股东的现金补偿金额为42,404万元，并计提了25,442万元的减值准备，2019年度共计收到的四位股东的相关补偿款净额为13,760万元，截止2019年底，公司应收四位原股东的补偿款扣除减值准备后余额为3,202万元。2020年1月21日北海仲裁委员会对许黎明、高炳义业绩补偿仲裁事宜进行裁决，许黎明于2020年1月21日已向公司支付现金补偿款600万元。据此，包含2020年1月21日收到的许黎明600万元现金补偿款，公司预计相继可收到兴科电子科技原股东现金补偿款共计8,000万元左右，较截止2019年底公司应收兴科电子科技四位原股东扣除减值准备后的余额3,202万元增加了4,800万左右，公司预计2019年年报将转回已计提的资产减值损失4,800万元左右，这部分将计入收益。3、兴科电子科技2019年对公司净利润影响为8,862万元。2019年非经常性损益对归属于母公司净利润的影响金额约为6,400万元(含公允价值变动收益6,859万元)。公司预计可收回兴科电子科技原股东业绩补偿款8,000万元左右，并据此转回已计提的资产减值准备4,800万元左右，具体以2019年专业审计结果为准。

### ordinal=01726 type=扭亏 ts_code=300234.SZ end_date=20191231 ann_date=20200123 update_flag=0
REASON: 公司2019年年度业绩较上年相比变动主要原因如下：（一）主营业务市场空间加速释放，订单量突破历史水平2018年下半年以来，受益于主营业务（地铁、隧道类等空间装饰）市场需求的放量上升，节能环保类业务电厂脱硫脱硝改造市场的明显回暖，非电行业超低排放改造拓展顺利等契机，公司抓住机遇，凭借行业先发、领先工艺技术、较高品牌美誉度及丰硕行业经验等核心竞争优势，订单量迅猛增长且突破近年水平，产品产销量持续增长，主营业务呈现较快增长态势，收入、效益显著提升；此外，现有较多订单尚在执行中，未能在当期确认收入，未来，随项目执行的持续推进，收入、效益将进一步体现。（二）预计2019年公司合并报表非经常性损益对净利润的影响金额约91万元。2019年1月1日新金融工具准则实施对净利润的影响：2019年1月末，公司完成出售参股公司——沃驰科技股权（总投资成本为6110万元，股份对价为9972万元）并取得了上市公司立昂技术相关股份，前述股权处置为公司带来净收益3282万元（扣除企业所得税）。因2019年起新金融工具准则实施影响，对原准则所规定的“可供出售金融资产-权益投资”重新分类为“以公允价值计量且其变动计入当期损益的金融资产”，并视同该金融资产自初始确认时即按照新的分类以公允价值计量，该项资产公允价值变动产生的增量收益直接体现为期初留存收益的增加，股权处置收益不体现为当年损益，从而2019年期初净资产增加3282万元。

### ordinal=01727 type=扭亏 ts_code=300242.SZ end_date=20191231 ann_date=20200124 update_flag=0
REASON: 1、上年同期计提商誉及其相关非流动资产等资产减值损失125,380.90万元。基于审慎原则，本报告期公司已聘请第三方独立专业评估机构对商誉形成资产组进行评估，经过初步测算预计无需对商誉及其相关非流动资产计提相关资产减值损失。2、本报告期公司积极推进业务调整，发展多元业务与稳定业务架构并举，相关投入初显成效，主营业务毛利率较去年同期有所提升。3、非经常性损益的影响：公司本报告期非经常性损益金额约为790万元，上年同期非经常性损益金额为745万元。

### ordinal=01728 type=扭亏 ts_code=300250.SZ end_date=20191231 ann_date=20200122 update_flag=0
REASON: 报告期内公司积极推进“大数据接入、运营商大数据应用、视频大数据应用、商业智能大数据应用”大数据小生态的产业发展战略,聚焦四大业务板块，持续研发投入，布局5G时代的大数据产业发展。数据接入业务板块，IMS类、数据网关类、移动小型化PTN设备等产品实现市场份额增长。2019年公司推出MESH网关、5G前传等新产品，SD-WAN产品首次中标阿里云，并通过中国移动浙江公司主流厂家的标准测试；公司持续加大研发投入，后续将在5G基站接入设备方面推出新产品。运营商大数据应用板块，DPI处理能力大幅提升，成功拓展运营商大数据应用的市场份额，形成DPI+大数据平台/应用的格局。5GDPI研发持续投入，推出物联网、5G数据采集和应用，部分已实现商用，后续公司积极拓展DPI赋能其他行业/企业用户能力，抢占5G先机。视频大数据业务聚焦基础技术平台占位数据+算法赋能TV视频，智能推荐、AI智图都已实现基础功能，电信CDN解耦测试已通过测试。市场方面，在做精广电板块的同时，积极拓展新媒体及运营商市场。商业智能大数据应用板块继续加强研发，聚焦提升营销效率智能和人效智能管理的SAAS应用，与腾讯企业微信形成战略合作，加强营销网络搭建，赋能中小企业。报告期内非经常性损益对净利润的影响约为-1万元。

### ordinal=01729 type=扭亏 ts_code=300256.SZ end_date=20191231 ann_date=20200121 update_flag=0
REASON: 1、上年同期亏损较大，主要原因是根据企业会计准则的相关规定，基于谨慎性原则，公司及子公司2018年1-12月计提商誉等资产减值损失129,651.62万元，详见公司于2019年4月23日披露的《2018年年度报告》。2、公司战略调整取得成效，公司紧抓5G发展的机遇，整合视窗防护屏、触控显示模组及精密结构件的产业优势，聚焦视窗防护屏高端产品、非手机触控显示、塑胶结构件产品，通过加强管理、整合资源、提高生产效率，争取了更多中高端产品的业务和订单，同时公司在智能穿戴、智能汽车等业务板块实现了高质量的增长，提升了盈利能力。3、非经常性损益对当期经营业绩的影响（增加利润）约为11,700.00万元，去年同期为11,550.93万元。

### ordinal=01730 type=扭亏 ts_code=300256.SZ end_date=20200331 ann_date=20200411 update_flag=0
REASON: 1,2018年10月底,公司收购的星星精密科技(广州)有限公司,星星精密科技(珠海)有限公司,星星精密模具(深圳)有限公司完成了工商变更手续,纳入公司合并报表范围,上述三家公司对2019年第一季度经营业绩影响较大.2,公司延续2019年的发展趋势.虽然2020年初爆发了新型冠状病毒疫情,但公司全员齐心协力,在严格遵循,配合疫情防控工作的同时,采取新增招聘,内部员工调配,提高生产效率等各项积极措施,保障了复工复产的有序开展,一季度整体生产经营保持高效,稳定运行,为2020年度经营发展奠定了基础.3,非经常性损益对当期经营业绩的影响(增加利润)约为1,280.00万元,上年同期为2,442.33万元。

### ordinal=01731 type=扭亏 ts_code=300256.SZ end_date=20200630 ann_date=20200429 update_flag=1
REASON: 2019年上半年归属于上市公司股东的净利润为-4,761.69万元。2020年公司紧抓5G发展的机遇，继续整合视窗防护屏、触控显示模组及精密结构件的产业优势，聚焦视窗防护屏高端产品、非手机触控显示塑胶结构件产品，通过加强管理、整合资源、提高生产效率，争取更多业务和订单，预计2020年上半年公司实现净利润与上年同期相比有较大增长。

### ordinal=01732 type=扭亏 ts_code=300256.SZ end_date=20200630 ann_date=20200716 update_flag=0
REASON: 2019年上半年归属于上市公司股东的净利润为-4,761.69万元。2020年公司紧抓5G发展的机遇，继续整合视窗防护屏、触控显示模组及精密结构件的产业优势，聚焦视窗防护屏高端产品、非手机触控显示塑胶结构件产品，通过加强管理、整合资源、提高生产效率，争取更多业务和订单，预计2020年上半年公司实现净利润与上年同期相比有较大增长。

### ordinal=01733 type=扭亏 ts_code=300266.SZ end_date=20191231 ann_date=20200124 update_flag=1
REASON: 1、与上年同期相比，本报告期内公司业绩预计实现扭亏为盈，主要原因为2018年度公司计提商誉减值损失和可供出售金融资产减值损失导致公司业绩亏损；2、本报告期内，非经常性损益对归属于上市公司股东的净利润影响金额预计为3,000万元。

### ordinal=01734 type=扭亏 ts_code=300275.SZ end_date=20191231 ann_date=20200118 update_flag=0
REASON: 1、报告期末，公司根据《企业会计准则》的相关规定对前期控股北京元图智慧科技有限公司（以下简称“北京元图”）时形成的商誉进行了初步减值测试，鉴于北京元图2019年度营业收入及利润均出现较大幅度的下滑，并且预计未来期间经营难以得到改善，公司判定上述商誉存在减值迹象，预计将对控股北京元图时形成的商誉计提减值准备，将导致公司2019年度合并报表归属于母公司所有者的净利润减少736.28万元。2、扣除前述商誉减值影响后，公司预计2019年度盈利2,000万元～2,500万元。业绩变动的主要原因：报告期内，结合公司发展战略，公司积极开拓主营业务市场，矿山业务及环保业务营业收入较去年同期有较大幅度增长。3、预计本报告期非经常性损益对净利润的影响金额约为200～300万元。

### ordinal=01735 type=扭亏 ts_code=300279.SZ end_date=20191231 ann_date=20200118 update_flag=1
REASON: 1、报告期内，公司参股子公司北京环宇万维科技有限公司（以下简称“环宇万维”）已扭转经营性亏损，在本年度内相继实现了公司投资入股以来首次单月盈利、首次单季度盈利、首次年度经营盈利，且经营稳健、整体发展趋势向好。同时，由于报告期内受到环宇万维与武庄等人关于北京土星在线教育科技股份有限公司6,000万元股权转让纠纷民事判决书的影响（具体内容详见公司分别于2019年7月12日、2020年1月3日刊登在中国证监会指定信息披露网站上的相关公告文件），预计环宇万维本年度整体业绩仍将亏损，对公司净利润的影响金额约为-3,000.00万元。公司及环宇万维的其他股东、环宇万维管理层正积极促进环宇万维与武庄等人协商，该事项对净利润的最终的影响值取决于后续的方案及会计师的最终认定，尚具有不确定性。2、报告期内，公司物联网业务板块下的智能制造业务、智联业务经营情况良好，其中智能制造业务持续保持稳定增长态势，且智联业务也取得明显增长，对本报告期的净利润贡献较大。3、公司原全资子公司上海澳润信息科技有限公司（以下简称“澳润科技”）由于经营情况较差，已在报告期内对外出售。在本报告期内，公司及澳润科技不存在大额计提资产减值准备的情形，是公司报告期内同比扭亏为盈的主要原因；同时公司在报告期内出售澳润科技取得了一定的收益。4、公司预计2019年度非经常性损益金额范围为1,600.00万元-1,800.00万元。

### ordinal=01736 type=扭亏 ts_code=300287.SZ end_date=20191231 ann_date=20200120 update_flag=0
REASON: 1、报告期内，公司整体营业收入较去年有所增长，经调整，各子公司业务情况有所回升，在手订单较去年有所改善。2、报告期内，公司加大应收账款催收力度，销售回款情况有所改善，2019年经营性现金净流量较去年同期有较好的增长。3、公司2019年度预计业绩已考虑商誉减值准备的影响，计提商誉减值准备对2019年度业绩的影响将远小于2018年度，这是公司2019年度扭亏为盈的主要原因。报告期内，预计非经常性损益对公司净利润的影响金额约为1000万元左右。

### ordinal=01737 type=扭亏 ts_code=300291.SZ end_date=20191231 ann_date=20200123 update_flag=0
